t_caida	y_caida	t_ascenso	y_ascenso	r
7.08167	-0.00003601716	13.62333	-0.00035327630	0.00003112011
7.09833	-0.00003778326	13.64000	-0.00035264810	
7.11500	-0.00003894913	13.65500	-0.00033818560	
7.13167	-0.00003917983	13.67167	-0.00033345920	
7.14833	-0.00004293316	13.68833	-0.00032506200	
7.16333	-0.00004243369	13.70500	-0.00031582170	
7.18000	-0.00004208344	13.72167	-0.00030915300	
7.19667	-0.00004589560	13.73833	-0.00030246480	
7.21333	-0.00004551788	13.75333	-0.00029419220	
7.23000	-0.00004519841	13.77000	-0.00028723730	
7.24667	-0.00004890329	13.78667	-0.00028076900	
7.26167	-0.00004998751	13.82000	-0.00027287390	
7.27833	-0.00005229567	13.83667	-0.00026389460	
7.29500	-0.00005243094	13.85167	-0.00025872030	
7.31167	-0.00005370225	13.86833	-0.00025152140	
7.32833	-0.00005565755	13.88500	-0.00024340420	
7.34500	-0.00005592555	13.90167	-0.00023650940	
7.36000	-0.00005700814	13.91833	-0.00023155710	
7.37667	-0.00005738281	14.08167	-0.00015525470	
7.39333	-0.00005720304	14.09833	-0.00014998970	
7.41000	-0.00005718647	14.11500	-0.00014293040	
7.42667	-0.00005790408	14.13167	-0.00013369480	
7.44333	-0.00005921445	14.14833	-0.00012599700	
7.45833	-0.00005991234	14.16333	-0.00011734410	
7.47500	-0.00006066635	14.18000	-0.00011112570	
7.49167	-0.00006168202	14.19667	-0.00010394720	
7.50833	-0.00006047772	14.21333	-0.00009751857	
7.52500	-0.00006158695	14.23000	-0.00008711120	
7.54167	-0.00006422828	14.24667	-0.00008197565	
7.55667	-0.00006621695	14.26167	-0.00007115970	
7.57333	-0.00006502538	14.27833	-0.00006441970	
7.59000	-0.00006843096	14.29500	-0.00005848292	
7.62333	-0.00006880535	14.31167	-0.00005028253	
7.64000	-0.00006922047	14.32833	-0.00004227878	
7.65500	-0.00007250816	14.34500	-0.00003523507	
7.67167	-0.00007363791	14.36000	-0.00003038375	
7.68833	-0.00007436375	14.37667	-0.00002305969	
7.72167	-0.00007582373	14.52500	0.00004577883	
7.73833	-0.00007816521	14.54167	0.00005260446	
7.75333	-0.00007799025	14.55667	0.00006110033	
7.77000	-0.00007773121	14.57333	0.00007051163	
7.78667	-0.00007817098	14.59000	0.00007771207	
7.80333	-0.00007953965	14.60667	0.00008379291	
7.82000	-0.00007996530	14.62333	0.00009141014	
7.83667	-0.00008158633	14.64000	0.00009848804	
7.85167	-0.00008258384	14.65500	0.00010525830	
7.86833	-0.00008279092	14.67167	0.00011418990	
7.88500	-0.00008333707	14.68833	0.00012235950	
7.90167	-0.00008480757	14.70500	0.00012975720	
7.91833	-0.00008662848	14.72167	0.00013893170	
7.93500	-0.00008739798	14.73833	0.00014488420	
7.95000	-0.00008700519	14.75333	0.00015076990	
7.96667	-0.00008835403	14.77000	0.00015666100	
7.98333	-0.00008924261	14.78667	0.00016434000	
8.00000	-0.00009097271	14.82000	0.00017093560	
8.01667	-0.00009236962	14.83667	0.00017701890	
8.03333	-0.00009315409	14.96667	0.00023824530	
8.05000	-0.00009462592	14.98333	0.00024599300	
8.06500	-0.00009583470	15.00000	0.00025197210	
8.08167	-0.00009647951	15.01667	0.00025857920	
8.09833	-0.00009752274	15.03333	0.00026728490	
8.11500	-0.00009775473	15.05000	0.00027508940	
8.13167	-0.00009991265	15.06500	0.00028068090	
8.14833	-0.00010193950	15.08167	0.00028779190	
8.16333	-0.00010460030	15.09833	0.00029515150	
8.18000	-0.00010527310	15.11500	0.00030287330	
8.19667	-0.00010519000	15.13167	0.00031084190	
8.21333	-0.00010603860	15.14833	0.00031653150	
8.23000	-0.00010644860	15.16333	0.00032454770	
8.24667	-0.00010673460	15.18000	0.00033270780	
8.26167	-0.00010756650	15.19667	0.00034006580	
8.27833	-0.00010717740	15.21333	0.00034751750	
8.29500	-0.00010913310	15.23000	0.00035526910	
8.31167	-0.00010920810	15.24667	0.00036293900	
8.32833	-0.00011126420	15.26167	0.00036763710	
