t_caida	y_caida	t_ascenso	y_ascenso	r
15.26667	0.00136287000	11.70000	-0.00010999920	0.00006527605
15.30000	0.00135645200	11.73333	-0.00008468632	
15.33333	0.00135576500	11.76667	-0.00007395187	
15.36667	0.00133593500	11.80000	-0.00006568308	
15.40000	0.00130933900	12.03333	0.00003068017	
15.43333	0.00129884700	12.06667	0.00004071867	
15.46667	0.00128483200	12.10000	0.00005339035	
15.50000	0.00126454000	12.13333	0.00006718824	
15.53333	0.00126559100	12.16667	0.00008010941	
15.73333	0.00119290300	12.20000	0.00009414687	
15.76667	0.00118026900	12.23333	0.00010239090	
15.80000	0.00116603100	12.26667	0.00011735330	
15.83333	0.00115253300	12.30000	0.00013146060	
15.86667	0.00113976800	12.33333	0.00014751130	
15.90000	0.00112576500	12.53333	0.00022763050	
15.93333	0.00111338600	12.56667	0.00023723330	
15.96667	0.00110002300	12.60000	0.00025092300	
16.00000	0.00108647400	12.63333	0.00026918850	
16.03333	0.00107767100	12.66667	0.00028019520	
16.06667	0.00107619400	12.70000	0.00029462880	
16.20000	0.00100149600	12.73333	0.00030817830	
16.23333	0.00099227740	12.76667	0.00032246610	
16.26667	0.00097712440	12.80000	0.00033548850	
16.30000	0.00096666250	12.83333	0.00034859960	
16.33333	0.00095531690	12.86667	0.00035744960	
16.36667	0.00094868130	13.06667	0.00044614040	
16.40000	0.00093552770	13.10000	0.00046018920	
16.43333	0.00092207480	13.13333	0.00047482580	
16.46667	0.00090943790	13.16667	0.00049027400	
16.50000	0.00089631020	13.20000	0.00050308710	
16.53333	0.00088521440	13.23333	0.00051573710	
16.56667	0.00087405910	13.26667	0.00052986000	
16.60000	0.00087293050	13.30000	0.00054536950	
16.76667	0.00077754150	13.33333	0.00055848060	
16.80000	0.00077396860	13.53333	0.00065355910	
16.83333	0.00075776630	13.56667	0.00066366860	
16.86667	0.00075417650	13.60000	0.00067952700	
16.90000	0.00073965730	13.63333	0.00069026140	
16.93333	0.00072129950	13.66667	0.00070701700	
16.96667	0.00071067780	13.70000	0.00072499850	
17.00000	0.00070065410	13.73333	0.00073894870	
17.03333	0.00068606350	13.76667	0.00075249530	
17.06667	0.00067302080	13.80000	0.00076540360	
17.10000	0.00065957500	14.06667	0.00089903320	
17.30000	0.00057151890	14.16667	0.00092635710	
17.33333	0.00057416560	14.20000	0.00094150030	
17.36667	0.00056131800	14.23333	0.00095287880	
17.40000	0.00054444950	14.26667	0.00096388880	
17.43333	0.00052968260	14.30000	0.00097688720	
17.46667	0.00051932970	14.33333	0.00099115110	
17.50000	0.00050475560	14.40000	0.00105303500	
17.53333	0.00049166010	14.43333	0.00104841900	
17.56667	0.00048133980	14.46667	0.00105121100	
17.60000	0.00046700940	14.50000	0.00106691200	
17.63333	0.00045268120	14.53333	0.00107444700	
17.66667	0.00044802320	14.56667	0.00108911300	
17.86667	0.00036294650	14.60000	0.00110566300	
17.90000	0.00035748350	14.63333	0.00112008300	
17.93333	0.00034501720	14.66667	0.00113577500	
17.96667	0.00033029030	14.70000	0.00114877800	
18.00000	0.00032203180	14.73333	0.00116493000	
18.03333	0.00030270060	14.76667	0.00118228600	
18.06667	0.00028948750	14.80000	0.00119748500	
18.10000	0.00027895500	14.83333	0.00121014200	
18.13333	0.00026354950	14.90000	0.00127648600	
18.16667	0.00025260740	14.93333	0.00126311800	
18.20000	0.00024310760	14.96667	0.00126722000	
18.23333	0.00023704700	15.00000	0.00128299500	
18.43333	0.00015174090	15.03333	0.00130026800	
18.46667	0.00013853150	15.06667	0.00131233600	
18.50000	0.00012795610	15.10000	0.00132576400	
18.53333	0.00011593080	15.13333	0.00134278100	
18.56667	0.00010604180	15.16667	0.00136010100	
18.60000	0.00009102011	15.20000	0.00137370400	
18.63333	0.00007794966	15.23333	0.00138290200	
18.66667	0.00006659830			
18.70000	0.00005294915			
18.73333	0.00004073628			
18.76667	0.00003373761			
18.80000	0.00002867005			
